Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Year Gap,Normalized Lead Time,Factory,Route_State,Route_Region
6299,US-2023-126858-CHO-TRI-54000,2025-11-19,2029-05-15,Standard Class,126858,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Washington,Wicked Choccy's -> Pacific
6300,US-2023-130778-CHO-MIL-31000,2025-11-19,2029-05-17,Standard Class,130778,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1275,4,-186,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
6301,US-2023-111143-CHO-TRI-54000,2025-11-19,2029-05-14,First Class,111143,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1272,4,-189,Wicked Choccy's,Wicked Choccy's -> Indiana,Wicked Choccy's -> Interior
6302,US-2023-157364-CHO-MIL-31000,2025-11-19,2029-05-13,First Class,157364,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> North Carolina,Wicked Choccy's -> Gulf
6303,US-2023-113138-SUG-SWE-91000,2025-11-19,2029-05-17,Standard Class,113138,United States,Niagara Falls,New York,14304,Sugar,Atlantic,SUG-SWE-91000,SweeTARTS,9.0,6,4.2,4.8,1275,4,-186,Sugar Shack,Sugar Shack -> New York,Sugar Shack -> Atlantic
6304,US-2023-113138-CHO-SCR-58000,2025-11-19,2029-05-17,Standard Class,113138,United States,Niagara Falls,New York,14304,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1275,4,-186,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6305,US-2023-110156-CHO-TRI-54000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6306,US-2023-164511-CHO-NUT-13000,2025-11-19,2029-05-16,Standard Class,164511,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6307,US-2023-110156-CHO-FUD-51000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6308,US-2023-110156-CHO-MIL-31000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6309,US-2023-110156-CHO-NUT-13000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,41.88,12,29.88,12.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6310,US-2023-130778-CHO-FUD-51000,2025-11-19,2029-05-17,Standard Class,130778,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1275,4,-186,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6311,US-2023-110156-CHO-TRI-54000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6312,US-2023-110156-CHO-FUD-51000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6313,US-2023-164511-CHO-TRI-54000,2025-11-19,2029-05-16,Standard Class,164511,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
6314,US-2023-164511-CHO-SCR-58000,2025-11-19,2029-05-16,Standard Class,164511,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6315,US-2023-110156-CHO-TRI-54000,2025-11-19,2029-05-16,Standard Class,110156,United States,Houston,Texas,77041,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6316,US-2023-113845-CHO-NUT-13000,2025-11-20,2029-05-17,Standard Class,113845,United States,Orlando,Florida,32839,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Florida,Lot's O' Nuts -> Gulf
6317,US-2023-110772-CHO-MIL-31000,2025-11-20,2029-05-16,Second Class,110772,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
6318,US-2023-127971-CHO-MIL-31000,2025-11-20,2029-05-19,Standard Class,127971,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1276,4,-185,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6319,US-2023-127971-CHO-NUT-13000,2025-11-20,2029-05-19,Standard Class,127971,United States,Houston,Texas,77095,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1276,4,-185,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6320,US-2023-145492-CHO-MIL-31000,2025-11-20,2029-05-19,Standard Class,145492,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,39.0,12,25.32,13.68,1276,4,-185,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific
6321,US-2023-100041-CHO-MIL-31000,2025-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Indiana,Wicked Choccy's -> Interior
6322,US-2023-109820-CHO-MIL-31000,2025-11-20,2029-05-14,First Class,109820,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
6323,US-2023-121356-CHO-MIL-31000,2025-11-20,2029-05-16,Standard Class,121356,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Delaware,Wicked Choccy's -> Atlantic
6324,US-2023-109820-CHO-MIL-31000,2025-11-20,2029-05-14,First Class,109820,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
6325,US-2023-110772-CHO-NUT-13000,2025-11-20,2029-05-16,Second Class,110772,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Ohio,Lot's O' Nuts -> Atlantic
6326,US-2023-114104-CHO-FUD-51000,2025-11-20,2029-05-16,Standard Class,114104,United States,Edmond,Oklahoma,73034,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Oklahoma,Lot's O' Nuts -> Interior
6327,US-2023-110772-CHO-TRI-54000,2025-11-20,2029-05-16,Second Class,110772,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
6328,US-2023-100041-CHO-FUD-51000,2025-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Indiana,Lot's O' Nuts -> Interior
6329,US-2023-109820-CHO-MIL-31000,2025-11-20,2029-05-14,First Class,109820,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
6330,US-2023-100041-CHO-SCR-58000,2025-11-20,2029-05-17,Standard Class,100041,United States,Columbus,Indiana,47201,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Indiana,Lot's O' Nuts -> Interior
6331,US-2023-113845-CHO-FUD-51000,2025-11-20,2029-05-17,Standard Class,113845,United States,Orlando,Florida,32839,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Florida,Lot's O' Nuts -> Gulf
6332,US-2023-110772-CHO-TRI-54000,2025-11-20,2029-05-16,Second Class,110772,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
6333,US-2023-142615-CHO-TRI-54000,2025-11-20,2029-05-16,Standard Class,142615,United States,Montebello,California,90640,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific
6334,US-2023-127971-CHO-SCR-58000,2025-11-20,2029-05-19,Standard Class,127971,United States,Houston,Texas,77095,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1276,4,-185,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6335,US-2023-113845-CHO-NUT-13000,2025-11-20,2029-05-17,Standard Class,113845,United States,Orlando,Florida,32839,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Florida,Lot's O' Nuts -> Gulf
6336,US-2023-114104-CHO-NUT-13000,2025-11-20,2029-05-16,Standard Class,114104,United States,Edmond,Oklahoma,73034,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Oklahoma,Lot's O' Nuts -> Interior
6337,US-2023-107790-CHO-SCR-58000,2025-11-20,2029-05-16,Standard Class,107790,United States,Houston,Texas,77041,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6338,US-2023-113425-CHO-FUD-51000,2025-11-21,2029-05-13,Same Day,113425,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6339,US-2023-140018-CHO-MIL-31000,2025-11-21,2029-05-18,Standard Class,140018,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
6340,US-2023-114293-CHO-NUT-13000,2025-11-21,2029-05-18,Standard Class,114293,United States,Gresham,Oregon,97030,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Oregon,Lot's O' Nuts -> Pacific
6341,US-2023-140018-CHO-MIL-31000,2025-11-21,2029-05-18,Standard Class,140018,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Ohio,Wicked Choccy's -> Atlantic
6342,US-2023-114895-CHO-TRI-54000,2025-11-21,2029-05-20,Standard Class,114895,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1276,4,-185,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
6343,US-2023-146157-CHO-FUD-51000,2025-11-21,2029-05-18,Standard Class,146157,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Illinois,Lot's O' Nuts -> Interior
6344,US-2023-114482-CHO-TRI-54000,2025-11-21,2029-05-17,Second Class,114482,United States,Des Moines,Iowa,50315,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Iowa,Wicked Choccy's -> Interior
6345,US-2023-152646-CHO-FUD-51000,2025-11-21,2029-05-18,Standard Class,152646,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific
6346,US-2023-146157-CHO-MIL-31000,2025-11-21,2029-05-18,Standard Class,146157,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Illinois,Wicked Choccy's -> Interior
6347,US-2023-146157-CHO-SCR-58000,2025-11-21,2029-05-18,Standard Class,146157,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Illinois,Lot's O' Nuts -> Interior
6348,US-2023-140018-CHO-FUD-51000,2025-11-21,2029-05-18,Standard Class,140018,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Ohio,Lot's O' Nuts -> Atlantic
6349,US-2023-114482-CHO-MIL-31000,2025-11-21,2029-05-17,Second Class,114482,United States,Des Moines,Iowa,50315,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Iowa,Wicked Choccy's -> Interior
6350,US-2023-154711-CHO-TRI-54000,2025-11-22,2029-05-18,Standard Class,154711,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
6351,US-2023-154711-CHO-FUD-51000,2025-11-22,2029-05-18,Standard Class,154711,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6352,US-2023-132577-CHO-MIL-31000,2025-11-22,2029-05-19,Standard Class,132577,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6353,US-2023-154711-CHO-MIL-31000,2025-11-22,2029-05-18,Standard Class,154711,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> New York,Wicked Choccy's -> Atlantic
6354,US-2023-164945-CHO-NUT-13000,2025-11-22,2029-05-19,Standard Class,164945,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6355,US-2023-131576-CHO-TRI-54000,2025-11-22,2029-05-18,Standard Class,131576,United States,Detroit,Michigan,48205,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1273,4,-188,Wicked Choccy's,Wicked Choccy's -> Michigan,Wicked Choccy's -> Interior
6356,US-2023-132577-CHO-SCR-58000,2025-11-22,2029-05-19,Standard Class,132577,United States,Houston,Texas,77095,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6357,US-2023-132577-CHO-SCR-58000,2025-11-22,2029-05-19,Standard Class,132577,United States,Houston,Texas,77095,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6358,US-2023-132577-CHO-MIL-31000,2025-11-22,2029-05-19,Standard Class,132577,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1274,4,-187,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6359,US-2023-132577-CHO-SCR-58000,2025-11-22,2029-05-19,Standard Class,132577,United States,Houston,Texas,77095,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior
6360,US-2023-160129-CHO-FUD-51000,2025-11-23,2029-05-15,Same Day,160129,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1269,4,-192,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic
6361,US-2023-160129-OTH-GUM-21000,2025-11-23,2029-05-15,Same Day,160129,United States,Philadelphia,Pennsylvania,19140,Other,Atlantic,OTH-GUM-21000,Wonka Gum,8.75,7,4.55,4.2,1269,4,-192,Secret Factory,Secret Factory -> Pennsylvania,Secret Factory -> Atlantic
6362,US-2023-160129-CHO-MIL-31000,2025-11-23,2029-05-15,Same Day,160129,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1269,4,-192,Wicked Choccy's,Wicked Choccy's -> Pennsylvania,Wicked Choccy's -> Atlantic
6363,US-2023-123533-SUG-LAF-25000,2025-11-24,2029-05-22,Standard Class,123533,United States,Hialeah,Florida,33012,Sugar,Gulf,SUG-LAF-25000,Laffy Taffy,9.95,5,6.2,3.75,1275,4,-186,Sugar Shack,Sugar Shack -> Florida,Sugar Shack -> Gulf
6364,US-2023-163881-CHO-MIL-31000,2025-11-24,2029-05-22,Standard Class,163881,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1275,4,-186,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific
6365,US-2023-100468-CHO-MIL-31000,2025-11-24,2029-05-23,Standard Class,100468,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1276,4,-185,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific
6366,US-2023-123806-CHO-MIL-31000,2025-11-24,2029-05-19,Second Class,123806,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1272,4,-189,Wicked Choccy's,Wicked Choccy's -> Maryland,Wicked Choccy's -> Atlantic
6367,US-2023-113726-CHO-NUT-13000,2025-11-24,2029-05-23,Standard Class,113726,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1276,4,-185,Lot's O' Nuts,Lot's O' Nuts -> Washington,Lot's O' Nuts -> Pacific
6368,US-2023-123533-CHO-TRI-54000,2025-11-24,2029-05-22,Standard Class,123533,United States,Hialeah,Florida,33012,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1275,4,-186,Wicked Choccy's,Wicked Choccy's -> Florida,Wicked Choccy's -> Gulf
6369,US-2023-128531-CHO-MIL-31000,2025-11-24,2029-05-18,Second Class,128531,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6370,US-2023-124485-CHO-SCR-58000,2025-11-24,2029-05-18,First Class,124485,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1271,4,-190,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6371,US-2023-163573-CHO-NUT-13000,2025-11-24,2029-05-19,First Class,163573,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1272,4,-189,Lot's O' Nuts,Lot's O' Nuts -> Washington,Lot's O' Nuts -> Pacific
6372,US-2023-125661-OTH-KAZ-38000,2025-11-24,2029-05-18,First Class,125661,United States,Cleveland,Ohio,44105,Other,Atlantic,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,1271,4,-190,The Other Factory,The Other Factory -> Ohio,The Other Factory -> Atlantic
6373,US-2023-105284-OTH-KAZ-38000,2025-11-24,2029-05-23,Standard Class,105284,United States,Philadelphia,Pennsylvania,19143,Other,Atlantic,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,1276,4,-185,The Other Factory,The Other Factory -> Pennsylvania,The Other Factory -> Atlantic
6374,US-2023-128531-CHO-TRI-54000,2025-11-24,2029-05-18,Second Class,128531,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6375,US-2023-128531-CHO-TRI-54000,2025-11-24,2029-05-18,Second Class,128531,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6376,US-2023-100083-CHO-FUD-51000,2025-11-24,2029-05-21,Standard Class,100083,United States,Medford,Oregon,97504,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1274,4,-187,Lot's O' Nuts,Lot's O' Nuts -> Oregon,Lot's O' Nuts -> Pacific
6377,US-2023-123533-CHO-NUT-13000,2025-11-24,2029-05-22,Standard Class,123533,United States,Hialeah,Florida,33012,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1275,4,-186,Lot's O' Nuts,Lot's O' Nuts -> Florida,Lot's O' Nuts -> Gulf
6378,US-2023-124485-CHO-NUT-13000,2025-11-24,2029-05-18,First Class,124485,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1271,4,-190,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6379,US-2023-124485-CHO-SCR-58000,2025-11-24,2029-05-18,First Class,124485,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1271,4,-190,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic
6380,US-2023-128531-CHO-TRI-54000,2025-11-24,2029-05-18,Second Class,128531,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1271,4,-190,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior
6381,US-2023-165561-CHO-FUD-51000,2025-11-24,2029-05-20,Standard Class,165561,United States,Bellevue,Washington,98006,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1273,4,-188,Lot's O' Nuts,Lot's O' Nuts -> Washington,Lot's O' Nuts -> Pacific
6382,US-2023-163881-CHO-NUT-13000,2025-11-24,2029-05-22,Standard Class,163881,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,1275,4,-186,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific
